,Property_keywords,bedrooms,bathrooms,area,prices,locations,property_types,Latitude,Longitude
1470,Full Canal View | Beautifully Furnished | Gorgeous 2BR,2,3,"1,388 sqft","12,000","Tower B, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
1471,Elegant 1 BR | Fully Furnished in Business Bay Available,1,1,950 sqft,"10,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
1472,"ALL INCLUSIVE Studio | Monthly | No Agency Fee, No Electricity, Water & Internet Bills",Studio,1,350 sqft,"4,000","Al Bustan Center and Residence, Al Qusais 1, Al Qusais Residential Area, Al Qusais, Dubai",Hotel Apartment,25.2750202,55.3681066
1473,Fully Furnished 2 Bedrooms Apartment with All Amenties,2,2,975 sqft,"10,000","Marbella Holiday Homes, Al Jaddaf, Dubai",Apartment,25.215242,55.3254406
1474,One Bedroom Deluxe - Monthly - Serviced Hotel Apartment- All Bills Included- No Commission,1,2,"1,074 sqft","9,000","Barcelo Residences, Dubai Marina, Dubai",Hotel Apartment,25.0835021,55.1423164
1475,Deluxe 1BHK with Balcony - All bills included-Negotiable,1,2,"1,074 sqft","9,000","Barcelo Residences, Dubai Marina, Dubai",Apartment,25.0835021,55.1423164
1476,Exclusive Offer-Two Bedroom Deluxe-Serviced Hotel Apartment-No Commission-Flexible payment - All bills & Taxes included,2,3,"1,503 sqft","15,000","Barcelo Residences, Dubai Marina, Dubai",Hotel Apartment,25.0835021,55.1423164
1477,BRAND NEW BILDING STUDIO,Studio,1,400 sqft,"3,000","Al Souk Al Kabeer, Bur Dubai, Dubai",Apartment,25.262408,55.2936155
1478,Beautiful 1 bedroom in Midtown-Gym & Pool- Parking,1,1,621 sqft,"7,900","Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0285128,55.1800715
1479,Beautiful 1 bedroom in Midtown-Gym & Pool- Parking,1,1,621 sqft,"7,900","Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0285128,55.1800715
1480,Beautiful 1 bedroom in Midtown-Gym & Pool- Parking,1,1,621 sqft,"7,900","Afnan 4, Afnan District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0285128,55.1800715
1481,2br Apartment | Park Point Tower B | Dubai Hills,2,2,873 sqft,"10,900","Park Point Building B, Park Point, Dubai Hills Estate, Dubai",Apartment,25.2048493,55.2707828
1482,Summer Promotion | Brand New | Fully Furnished | Modern Community,Studio,1,370 sqft,"3,999","Living Garden II, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0601975,55.2093505
1483,NO COMMISSION ! FREE BILLS ! Studio Apartment  in Murjan 2,Studio,1,714 sqft,"5,900","Murjan 2, Murjan, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0820815,55.139909
1484,Newly Furnished | Modern Amenities | Family-Oriented,1,2,923 sqft,"9,299","1 Residences, Wasl 1, Al Kifaf, Bur Dubai, Dubai",Apartment,25.2327163,55.2954647
1485,"Summer Offer! Vibrant & Exquisite Resort Style 1BD in Arjan, Dubai",1,2,"1,221 sqft","7,000","Q Gardens, Arjan, Dubai",Apartment,25.0673846,55.2348119
1486,Private Pool | Plus Maid\\\'s Room | Luxury Lifestyle,2,4,"7,000 sqft","27,000","District 9A, JVT District 9, Jumeirah Village Triangle (JVT), Dubai",Villa,25.0512167,55.19042229999999
1487,Luxury 3BR | Near Metro,3,4,"2,647 sqft","13,500","Manazel Al Safa, Business Bay, Dubai",Apartment,25.1938417,55.2636903
1488,All BILLS  Included || Luxurious 1BR Apartment with Burj Khalifa and Canal Views - Your Dream Dubai Getaway,1,1,574 sqft,"6,950","Mayfair Tower, Business Bay, Dubai",Apartment,25.1817419,55.278155
1489,AMAZING STUDIO || BURJ KHALIFA VIEW || CALL US NOW,Studio,1,477 sqft,"6,199","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
1490,Exquisite Marina View  -2 Bedroom Apartment  | All Bills Included,2,2,"1,395 sqft","10,999","LIV Residence, Dubai Marina, Dubai",Apartment,25.0811001,55.14067730000001
1491,Exclusive 2BR in DAMAC Maison Prive l Spacious l Pool view l Great Canal view,2,3,"1,381 sqft","14,499","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
1492,HOT OFFER!! FURNISHED STUDIO FOR RENT IN JVC INCLUDING  ALL BILLS!,Studio,1,505 sqft,"4,250","Diamond Views I, JVC District 14, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0527366,55.2025105
1493,High Floor | Maids Room | Great Location |,4,3,"2,921 sqft","27,500","Sadaf 5, Sadaf, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0809636,55.1375403
1494,STUNNING & SPACIOUS STUDIO | FULLY FURNISHED | TECOM,Studio,1,653 sqft,"6,400","Madison Residency, Barsha Heights (Tecom), Dubai",Apartment,25.1003771,55.1750182
1495,Community View | Weekly Cleaning | Bills Included,2,2,"1,096 sqft","12,000","17 Icon Bay, Dubai Creek Harbour, Dubai",Apartment,25.2039806,55.3457334
1496,Community View | Weekly Cleaning | Bills Included,Studio,1,443 sqft,"4,950","MYKA Residence, Dubai Production City (IMPZ), Dubai",Apartment,25.0316224,55.1930236
1497,Summer Special Offer | Fully Furnished | Modern Amenities,Studio,1,372 sqft,"4,999","Farhad Azizi Residence, Dubai Healthcare City Phase 2, Al Jaddaf, Dubai",Apartment,25.2090203,55.315404
1498,Ultimate Summer Getaway at Stella Maris Marina,2,3,"1,451 sqft","22,000","Stella Maris, Dubai Marina, Dubai",Apartment,25.0699495,55.13248950000001
1499,Ravishing Studio Apartment l Community Village,Studio,1,433 sqft,"4,199","Al Jawhara Residences, JVT District 2, Jumeirah Village Triangle (JVT), Dubai",Apartment,25.0363617,55.17696919999999
1500,STYLISH 1 BR|DUBAI SOUTH|BILLS INCLUDED,1,2,513 sqft,"4,999","MAG 555, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
1501,Cozy & Modern 1BDR Apartment,1,1,667 sqft,"4,500","MAG 550, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
1502,LARGE STUDIO || COMPLETLY FURNISHED || CALL US NOW,Studio,1,531 sqft,"3,299","Astoria Residence, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0649978,55.2112549
1503,SUMMER OFFER,2,4,"1,773 sqft","26,000","Building 16, City Walk, Al Wasl, Dubai",Apartment,25.2074895,55.2625253
1504,Stunning Cozy Studio | High Floor | Brand New,Studio,1,410 sqft,"5,499","Bloom Tower C, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0675496,55.203833
1505,Beautiful Two Bedroom with Marina Views,2,1,"1,250 sqft","10,900","Saba Tower 2, JLT Cluster Q, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0769998,55.1461198
1506,Brand New & Modern | 2BRs Apartment | Harbour Gate Tower 1,2,2,"1,140 sqft","11,000","Harbour Gate Tower 1, Harbour Gate, Dubai Creek Harbour, Dubai",Apartment,25.2084896,55.3472011
1507,"When Minutes Matter, Live Where You Work and Play",Studio,1,418 sqft,"2,500","EMR-03, Emirates Cluster, International City, Dubai",Apartment,25.1634285,55.42133519999999
1508,"The Palm Tower, St. Regis Residences, Full Palm & Marina View",1,2,"1,064 sqft","19,500","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
1509,No Commission | Newly Furnished | Bills Free,1,2,"1,307 sqft","9,499","Golden Mile 2, Golden Mile, Palm Jumeirah, Dubai",Apartment,25.106255,55.1479116
1510,Premium 1 BR in Paramount Business Bay | All inclusive,1,1,970 sqft,"8,500","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
1511,"2 BR, Fully Furnished | Palm Beach View I Free Utility Bills",2,3,"1,378 sqft","9,000","Sulafa Tower, Dubai Marina, Dubai",Apartment,25.08946,55.14892769999999
1512,BRAND NEW 1BHK || FULLY FURNISHED || CLASSY INTERIORS,1,2,706 sqft,"6,799","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
1513,BRIGHT AND UPSCALE 1BHK IN JVC!!! INCLUDING ALL  BILLS,1,1,730 sqft,"6,299","Diamond Views III, JVC District 11, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0622902,55.2178078
1514,AMAZINGLY FURNISHED || PARTIAL BURJ KHALIFA VIEW || BE THE FIRST TENANT,Studio,1,429 sqft,"6,399","Waves Tower, Business Bay, Dubai",Apartment,25.1835916,55.28402
1515,No Commission | Spacious and Bright Studio | Fully Furnished | Free DEWA/WiFi,Studio,1,528 sqft,"6,499","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
1516,Business Bay 2BDR | All bills included | Fully furnished,2,2,900 sqft,"11,000","Vera Residences, Business Bay, Dubai",Apartment,25.1868571,55.2829892
1517,Bills Included| Furnished 1bd Apartment in Botanica with Amazing View,1,1,830 sqft,"6,900","Botanica Tower, Dubai Marina, Dubai",Apartment,25.0850426,55.1424596
1518,Modern Furnished | Family-Oriented | Outdoor Cinema,1,1,616 sqft,"7,999","Carson Tower C, Carson - The Drive, DAMAC Hills, Dubai",Apartment,25.0254132,55.24445960000001
1519,Tranquil Villa | Newly Furnished | All Bills Included,3,4,"2,411 sqft","20,000","Quortaj, Al Furjan, Dubai",Villa,25.0251668,55.1458611
1520,Brand New | Sky View | Collective 2.0,2,2,724 sqft,"10,999","Collective 2.0, Dubai Hills Estate, Dubai",Apartment,25.114898,55.24761489999999
1521,Stunning View | Maid Room | Fully Furnished | Ready To Move In,2,4,"2,079 sqft","30,999","Apartment Building 6, Bluewaters Residences, Bluewaters Island, Dubai",Apartment,25.0792222,55.11966839999999
1522,Spacious / Furnished / All bills included,1,2,622 sqft,"6,500","Dania 2, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0277822,55.1810122
1523,Modern Furniture | Large Layout | Great Location,2,1,887 sqft,"11,999","Standpoint Tower 1, Standpoint Towers, Downtown Dubai, Dubai",Apartment,25.1937032,55.2725735
1524,Upgraded Apartment | Canal View | Prime Area,1,1,573 sqft,"6,499","Mayfair Tower, Business Bay, Dubai",Apartment,25.1817419,55.278155
1525,Marina Views | Great Location | Fully Furnished,Studio,1,540 sqft,"10,450","The Address Dubai Marina (Mall Hotel), Dubai Marina, Dubai",Apartment,25.0771646,55.1405298
1526,Contemporary 1 bedroom | Brand New| All Bills Included,1,2,933 sqft,"7,000","151 Residence, Jumeirah Garden City, Al Satwa, Dubai",Apartment,25.222671,55.275561
1527,Spacious STUDIO with Balcony Furnished -Free DEWA & Internet,Studio,1,360 sqft,"4,000","MAG 520, MAG 5 Boulevard, Dubai South, Dubai",Apartment,24.9512346,55.2300507
1528,COMFY STUDIO II BEST FURNITURE II MONTHLY PAYMENT,Studio,1,484 sqft,"2,500","P-04, France Cluster, International City, Dubai",Apartment,25.1607567,55.404712
1529,Brand New Spacious and luxurious  | Furnished 1BR Apt | Ready To Move In Zada Towers,1,1,471 sqft,"7,000","Zada Tower, Business Bay, Dubai",Apartment,25.1844747,55.2617373
1530,Newly Furnished | Studio | Bloom Tower,Studio,1,369 sqft,"4,997","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
1531,NO COMMISSION ! Fully Furnished 1BD Apartment located on High Floor near Beach,1,1,967 sqft,"6,500","The Torch, Dubai Marina, Dubai",Apartment,25.087942,55.14750000000001
1532,Beautiful Lake View | Huge Unit | Sophisticated,2,3,"1,977 sqft","15,000","Al Seef Tower 3, JLT Cluster U, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0795487,55.1507206
1533,Maison Privee - Exclusive 1BR | Near Burj Khalifa | All Bills Incl,1,2,"1,055 sqft","9,000","The Residence 1, The Residences, Downtown Dubai, Dubai",Apartment,25.1925976,55.2733058
1534,ULTRA LUXUARY STUDIO|| AMAZING BURJ KHALIFA VIEW || FULLY FURNISHED,Studio,1,522 sqft,"5,499","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
1535,NO COMMISSION | 1BR Apartment in Executive Bay | Business Bay,1,2,688 sqft,"7,000","Executive Bay Tower A, The Executive Bay, Business Bay, Dubai",Apartment,25.1784017,55.2663993
1536,Sky View | Luxury Living | Modern Amenities,2,3,"1,543 sqft","44,998","The Address Sky View Tower 1, The Address Residence Sky View, Downtown Dubai, Dubai",Apartment,25.2014188,55.2706273
1537,02nd August Start Offer Deal ! Spacious Furnished 2BR Apartment With Balcony ! Direct Deal ! Own Parking,2,3,"1,300 sqft","10,756","DAMAC Heights, Dubai Marina, Dubai",Apartment,25.08728,55.145627
1538,Garden View | Weekly Cleaning | Bills Included,3,4,"1,791 sqft","28,000","Kamoon 2, Kamoon, Old Town, Downtown Dubai, Dubai",Apartment,25.1893563,55.275281
1539,Lovely 1BR Apartment for Maximum Comfort,1,2,678 sqft,"5,700","Binghatti Apartments, Dubai Silicon Oasis, Dubai",Apartment,25.124096,55.4002255
1540,GRACEFUL ONE BEDROOM APARTMENT IN JUMEIRAH VILLAGE CIRCLE,1,1,644 sqft,"6,600","Binghatti Gate, JVC District 15, Jumeirah Village Circle (JVC), Dubai",Apartment,25.062582,55.199362
1541,Maison Privee - Luxury 5BR Villa with Private Pool and Beach,5,6,"13,380 sqft","110,000","Signature Villas Frond F, Signature Villas Palm Jumeirah, Palm Jumeirah, Dubai",Villa,25.1284187,55.1302724
1542,Stunning Apartment / Exclusive Deal / Elevated High Floor,2,2,"1,142 sqft","10,000","Bloom Tower A, Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0666071,55.202942
1543,City View | Weekly Cleaning | Bills Included,1,2,734 sqft,"9,000","Red Residence, Dubai Sports City, Dubai",Apartment,25.0404232,55.222963
1544,HOT OFFER ll ELEGANT  ll FULLY FURNISHED,Studio,1,407 sqft,"4,299","Joya Blanca Residences, Arjan, Dubai",Apartment,25.0644521,55.23096529999999
1545,Infinity Pool with Amazing View | 2BR apartment,2,2,"1,062 sqft","10,600","Paramount Hotel & Residences, Business Bay, Dubai",Apartment,25.1832074,55.2728756
1546,NO COMMISION ! Sea View Studio 10min from JBR beach Royal Oceanic,Studio,1,653 sqft,"5,900","The Royal Oceanic, Dubai Marina, Dubai",Apartment,25.0843314,55.1416791
1547,Burj View | Weekly Cleaning | Bills Included,1,2,889 sqft,"15,680","Burj Vista 1, Burj Vista, Downtown Dubai, Dubai",Apartment,25.1984429,55.2707577
1548,City View | Weekly Cleaning | Bills Included,1,2,938 sqft,"14,000","Burj Daman, DIFC, Dubai",Apartment,25.210917,55.282208
1549,Huge 1 Bed w/ Quality Brand New Furnishing,1,2,"1,174 sqft","9,000","Murjan 2, Murjan, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0820815,55.139909
1550,1BR New Building | JVC  Lively Area,1,1,697 sqft,"8,500","Bloom Towers, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.065054,55.2057745
1551,High Floor | Burj Khalifa View | Fully-furnished,1,2,928 sqft,"9,000","Tower B, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
1552,Luxurious 1 Bedroom in Damac Towers  By Paramount,1,2,940 sqft,"11,999","Tower A, DAMAC Towers by Paramount Hotels and Resorts, Business Bay, Dubai",Apartment,25.1831647,55.272887
1553,Fully Furnished | Amazing View | The Greens,Studio,1,413 sqft,"6,500","The Links, The Views, Dubai",Apartment,25.090926,55.1690498
1554,1BDR Apartment /Partial Sea View /JLT,1,2,850 sqft,"6,500","Armada Tower 3, Armada Towers, JLT Cluster P, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0753824,55.1447758
1555,Family-Oriented | Canal View | Time Properties,Studio,1,566 sqft,"5,999","AG Tower, Business Bay, Dubai",Apartment,25.1796099,55.269205
1556,SMART HOME ll MODERN DESIGN ll FURNISHED,1,2,693 sqft,"8,499","Binghatti Creek, Al Jaddaf, Dubai",Apartment,25.2123114,55.3191168
1557,Modern Apartment I Spacious Layout | Furnished,1,1,684 sqft,"7,499","Park Point, Dubai Hills Estate, Dubai",Apartment,25.1109453,55.2439534
1558,Newly Furnished Apartment close to burj khalifa and directly waterfront canal view in Business bay,Studio,1,523 sqft,"6,999","Millennium Binghatti Residences, Business Bay, Dubai",Apartment,25.1805314,55.2689479
1559,Maison Privee - Premium Studio Apartment in Dubai Marina,Studio,1,392 sqft,"6,000","Sparkle Tower 3, Sparkle Towers, Dubai Marina, Dubai",Apartment,25.0714847,55.1321149
1560,Burj Khalifa View | Modern Amenities | Fully Furnished,2,3,"1,335 sqft","40,000","The Address Fountain Views 1, The Address Residence Fountain Views, Downtown Dubai, Dubai",Apartment,25.1948261,55.28285959999999
1561,Brand New Studio Apartment Available for Monthly Rent,Studio,1,420 sqft,"6,500","Lake View Tower, JLT Cluster B, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.06767,55.1388359
1562,Amazing Full Sea View 2 Bedroom Apartment in JBR,2,3,"1,376 sqft","11,900","Shams 1, Shams, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0769441,55.1341346
1563,High End Studio with Panoramic View,Studio,1,"1,054 sqft","10,900","The Palm Tower, Palm Jumeirah, Dubai",Apartment,25.1137853,55.1399566
1564,Brand New 1 BR Sea View |  5242 Tower | OFFER,1,1,687 sqft,"12,000","5242 Tower 1, 5242 Towers, Dubai Marina, Dubai",Apartment,25.0805422,55.1403426
1565,FULLY UPGRADED | HIGH FLOOR | STUNNING LAKE VIEW,Studio,1,405 sqft,"6,390","Marina View Tower A, Marina View Tower, Dubai Marina, Dubai",Apartment,25.0792439,55.1427251
1566,"Delightful 1BDR Apt w/ Games Room, Pool & Gym",1,2,886 sqft,"6,500","Q Gardens, Arjan, Dubai",Apartment,25.0673846,55.2348119
1567,GREAT DEAL ll SPACIOUS ll ELEGANT FURNITURE,1,2,706 sqft,"6,699","Binghatti Avenue, Al Jaddaf, Dubai",Apartment,25.2122955,55.3164952
1568,Luxury Studio with Balcony | Fully Furnished  | 2712A,Studio,1,471 sqft,"6,000","DAMAC Maison Prive, Business Bay, Dubai",Apartment,25.1843104,55.2755156
1569,Canal View | Weekly Cleaning | Bills Included,3,4,"2,238 sqft","40,000","Palazzo Versace, Culture Village, Dubai",Apartment,25.2273686,55.3418018
1570,Comfortable Studio Apartment in Discovery Gardens (No Commission),Studio,1,480 sqft,"5,200","Building 61, Mediterranean, Discovery Gardens, Dubai",Apartment,25.0426488,55.1379612
1571,Modern Stylish 1BDR Apt with Lake & City Views in JLT,1,2,"1,277 sqft","8,500","Concorde Tower, JLT Cluster H, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0699404,55.1438779
1572,"HOT OFFER FOR IMMEDIATE BOOKING, LUXURY FURNISHED STUDIO INCLUDING ALL BILLS",Studio,1,451 sqft,"4,999","Glitz 2, Glitz, Dubai Studio City, Dubai",Apartment,25.0420734,55.24851390000001
1573,Tourist Destination | Near the Beach | Vast unit,2,3,"1,296 sqft","10,000","Rimal 4, Rimal, Jumeirah Beach Residence (JBR), Dubai",Apartment,25.0763789,55.133531
1574,Cool Summer Offer I Garden I 2 Mins to the Pool,1,1,910 sqft,"9,999","The Residence 3, The Residences, Downtown Dubai, Dubai",Apartment,25.1925976,55.2733058
1575,Serene 2 bedroom Vacation Home | All Bills Included,2,2,889 sqft,"8,500","Zahra Breeze Apartments 4A, Zahra Breeze Apartments, Town Square, Dubai",Apartment,25.0057669,55.2952692
1576,WELL FURNISHED 1BHK || LAVISH LIVING || AMAZING INTERIOR,1,2,"1,066 sqft","4,899","Plazzo Heights, JVC District 10, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0650236,55.2085523
1577,Ultra Stylish 2BR | Thriving Community | Parks & Pools,2,3,"1,098 sqft","10,000","Dania 4, Dania District, Midtown, Dubai Production City (IMPZ), Dubai",Apartment,25.0279872,55.1810281
1578,"Top Floor|Unique studio in Bayz Tower, Business Bay",Studio,1,408 sqft,"6,999","Bayz by Danube, Business Bay, Dubai",Apartment,25.1808454,55.2792744
1579,Modern Amenities | Furnished Studio | Gardenia,Studio,1,526 sqft,"4,499","Gardenia 2, Emirates Gardens, JVC District 12, Jumeirah Village Circle (JVC), Dubai",Apartment,25.0541289,55.21250029999999
1580,Beautiful 1 Bedrooms in JLT|  Modern and Spacious| Bills Included,1,2,825 sqft,"10,499","Al Waleed Paradise, JLT Cluster R, Jumeirah Lake Towers (JLT), Dubai",Apartment,25.0774902,55.1470113
1581,LUXURIOUS THREE BEDROOM  BURJ KHALIFA VIEW,3,4,"2,182 sqft","70,000","The Address Fountain Views 3, The Address Residence Fountain Views, Downtown Dubai, Dubai",Apartment,25.1948261,55.28285959999999
1582,"Stunning Studio in Orchid A,  Damac Hills",Studio,1,525 sqft,"4,499","Orchid A, Orchid, DAMAC Hills, Dubai",Apartment,25.0137977,55.25453230000001
